Country,Date,Confirmed,Deaths,Recovered,Recover Rate,Death Rate
Brazil,43911,1021,15,2,0.001958864,0.014691479
Brazil,43912,1546,25,2,0.001293661,0.016170763
Brazil,43913,1924,34,2,0.001039501,0.017671518
Brazil,43914,2247,46,2,0.000890076,0.02047174
Brazil,43915,2554,59,2,0.000783085,0.023101018
Brazil,43916,2985,77,6,0.00201005,0.025795645
Brazil,43917,3417,92,6,0.001755926,0.026924203
Brazil,43918,3904,111,6,0.001536885,0.028432377
Brazil,43919,4256,136,6,0.001409774,0.031954887
Brazil,43920,4579,159,120,0.026206595,0.034723739
Brazil,43921,5717,201,127,0.022214448,0.0351583
Brunei,43899,1,,,0,0
Brunei,43900,1,,,0,0
Brunei,43901,11,,,0,0
Brunei,43902,11,,,0,0
Brunei,43903,37,,,0,0
Brunei,43904,40,,,0,0
Brunei,43905,50,,,0,0
Brunei,43906,54,,,0,0
Brunei,43907,56,,,0,0
Brunei,43908,68,,,0,0
Brunei,43909,75,,,0,0
Brunei,43910,78,,1,0.012820513,0
Brunei,43911,83,,2,0.024096386,0
Brunei,43912,88,,2,0.022727273,0
Brunei,43913,91,,2,0.021978022,0
Brunei,43914,104,,2,0.019230769,0
Brunei,43915,109,,2,0.018348624,0
Brunei,43916,114,,5,0.043859649,0
Brunei,43917,115,,11,0.095652174,0
Brunei,43918,120,1,25,0.208333333,0.008333333
Brunei,43919,126,1,34,0.26984127,0.007936508
Brunei,43920,127,1,38,0.299212598,0.007874016
Brunei,43921,129,1,45,0.348837209,0.007751938
Bulgaria,43898,4,,,0,0
Bulgaria,43899,4,,,0,0
Bulgaria,43900,4,,,0,0
Bulgaria,43901,7,1,,0,0.142857143
Bulgaria,43902,7,1,,0,0.142857143
Bulgaria,43903,23,1,,0,0.043478261
Bulgaria,43904,41,2,,0,0.048780488
Bulgaria,43905,51,2,,0,0.039215686
Bulgaria,43906,52,2,,0,0.038461538
Bulgaria,43907,67,2,,0,0.029850746
Bulgaria,43908,92,2,,0,0.02173913
Bulgaria,43909,94,3,,0,0.031914894
Bulgaria,43910,127,3,,0,0.023622047
Bulgaria,43911,163,3,3,0.018404908,0.018404908
Bulgaria,43912,187,3,3,0.016042781,0.016042781
Bulgaria,43913,201,3,3,0.014925373,0.014925373
Bulgaria,43914,218,3,3,0.013761468,0.013761468
Bulgaria,43915,242,3,4,0.016528926,0.012396694
Bulgaria,43916,264,3,8,0.03030303,0.011363636
Bulgaria,43917,293,3,9,0.030716724,0.010238908
Bulgaria,43918,331,7,11,0.033232628,0.021148036
Bulgaria,43919,346,8,14,0.040462428,0.023121387
Bulgaria,43920,359,8,17,0.04735376,0.022284123
Bulgaria,43921,399,8,17,0.042606516,0.020050125
Burkina Faso,43900,1,,,0,0
Burkina Faso,43901,2,,,0,0
Burkina Faso,43902,2,,,0,0
Burkina Faso,43903,2,,,0,0
Burkina Faso,43904,2,,,0,0
Burkina Faso,43905,3,,,0,0
Burkina Faso,43906,15,,,0,0
Burkina Faso,43907,15,,,0,0
Burkina Faso,43908,20,1,,0,0.05
Burkina Faso,43909,33,1,,0,0.03030303
Burkina Faso,43910,40,1,,0,0.025
Burkina Faso,43911,64,2,5,0.078125,0.03125
Burkina Faso,43912,75,4,5,0.066666667,0.053333333
Burkina Faso,43913,99,4,5,0.050505051,0.04040404
Burkina Faso,43914,114,4,7,0.061403509,0.035087719
Burkina Faso,43915,146,4,10,0.068493151,0.02739726
Burkina Faso,43916,152,7,10,0.065789474,0.046052632
Burkina Faso,43917,180,9,12,0.066666667,0.05
Burkina Faso,43918,207,11,21,0.101449275,0.053140097
Burkina Faso,43919,222,12,23,0.103603604,0.054054054
Burkina Faso,43920,246,12,31,0.12601626,0.048780488
Burkina Faso,43921,261,14,32,0.122605364,0.053639847
Burma,43917,8,,,0,0
Burma,43918,8,,,0,0
Burma,43919,10,,,0,0
Burma,43920,14,,,0,0
Burma,43921,15,1,,0,0.066666667
Burundi,43921,2,,,0,0
Cabo Verde,43910,1,,,0,0
Cabo Verde,43911,3,,,0,0
Cabo Verde,43912,3,,,0,0
Cabo Verde,43913,3,,,0,0
Cabo Verde,43914,3,1,,0,0.333333333
Cabo Verde,43915,4,1,,0,0.25
Cabo Verde,43916,4,1,,0,0.25
Cabo Verde,43917,5,1,,0,0.2
Cabo Verde,43918,5,1,,0,0.2
Cabo Verde,43919,6,1,,0,0.166666667
Cabo Verde,43920,6,1,,0,0.166666667
Cabo Verde,43921,6,1,,0,0.166666667
Cambodia,43857,1,,,0,0
Cambodia,43858,1,,,0,0
Cambodia,43859,1,,,0,0
Cambodia,43860,1,,,0,0
Cambodia,43861,1,,,0,0
Cambodia,43862,1,,,0,0
Cambodia,43863,1,,,0,0
Cambodia,43864,1,,,0,0
Cambodia,43865,1,,,0,0
Cambodia,43866,1,,,0,0
Cambodia,43867,1,,,0,0
Cambodia,43868,1,,,0,0
Cambodia,43869,1,,,0,0
Cambodia,43870,1,,,0,0
Cambodia,43871,1,,,0,0
Cambodia,43872,1,,,0,0
Cambodia,43873,1,,1,1,0
Cambodia,43874,1,,1,1,0
Cambodia,43875,1,,1,1,0
Cambodia,43876,1,,1,1,0
Cambodia,43877,1,,1,1,0
Cambodia,43878,1,,1,1,0
Cambodia,43879,1,,1,1,0
Cambodia,43880,1,,1,1,0
Cambodia,43881,1,,1,1,0
Cambodia,43882,1,,1,1,0
Cambodia,43883,1,,1,1,0
Cambodia,43884,1,,1,1,0
Cambodia,43885,1,,1,1,0
Cambodia,43886,1,,1,1,0
Cambodia,43887,1,,1,1,0
Cambodia,43888,1,,1,1,0
Cambodia,43889,1,,1,1,0
Cambodia,43890,1,,1,1,0
Cambodia,43891,1,,1,1,0
Cambodia,43892,1,,1,1,0
Cambodia,43893,1,,1,1,0
Cambodia,43894,1,,1,1,0
Cambodia,43895,1,,1,1,0
Cambodia,43896,1,,1,1,0
Cambodia,43897,1,,1,1,0
Cambodia,43898,2,,1,0.5,0
Cambodia,43899,2,,1,0.5,0
Cambodia,43900,2,,1,0.5,0
Cambodia,43901,3,,1,0.333333333,0
Cambodia,43902,3,,1,0.333333333,0
Cambodia,43903,5,,1,0.2,0
Cambodia,43904,7,,1,0.142857143,0
Cambodia,43905,7,,1,0.142857143,0
Cambodia,43906,7,,1,0.142857143,0
Cambodia,43907,33,,1,0.03030303,0
Cambodia,43908,35,,1,0.028571429,0
Cambodia,43909,37,,1,0.027027027,0
Cambodia,43910,51,,1,0.019607843,0
Cambodia,43911,53,,1,0.018867925,0
Cambodia,43912,84,,1,0.011904762,0
Cambodia,43913,87,,1,0.011494253,0
Cambodia,43914,91,,4,0.043956044,0
Cambodia,43915,96,,10,0.104166667,0
Cambodia,43916,96,,10,0.104166667,0
Cambodia,43917,99,,11,0.111111111,0
Cambodia,43918,99,,13,0.131313131,0
Cambodia,43919,103,,21,0.203883495,0
Cambodia,43920,107,,21,0.196261682,0
Cambodia,43921,109,,23,0.211009174,0
Cameroon,43896,1,,,0,0
Cameroon,43897,1,,,0,0
Cameroon,43898,2,,,0,0
Cameroon,43899,2,,,0,0
Cameroon,43900,2,,,0,0
Cameroon,43901,2,,,0,0
Cameroon,43902,2,,,0,0
Cameroon,43903,2,,,0,0
Cameroon,43904,2,,,0,0
Cameroon,43905,2,,,0,0
Cameroon,43906,4,,,0,0
Cameroon,43907,10,,,0,0
Cameroon,43908,10,,,0,0
Cameroon,43909,13,,,0,0
Cameroon,43910,20,,,0,0
Cameroon,43911,27,,,0,0
Cameroon,43912,40,,,0,0
Cameroon,43913,56,,,0,0
Cameroon,43914,66,,,0,0
Cameroon,43915,75,1,2,0.026666667,0.013333333
Cameroon,43916,75,1,2,0.026666667,0.013333333
Cameroon,43917,91,2,2,0.021978022,0.021978022
Cameroon,43918,91,2,2,0.021978022,0.021978022
Cameroon,43919,139,6,5,0.035971223,0.043165468
Cameroon,43920,139,6,5,0.035971223,0.043165468
Cameroon,43921,193,6,5,0.025906736,0.031088083
Canada,43856,1,,,0,0
Canada,43857,1,,,0,0
Canada,43858,2,,,0,0
Canada,43859,2,,,0,0
Canada,43860,2,,,0,0
Canada,43861,4,,,0,0
Canada,43862,4,,,0,0
Canada,43863,4,,,0,0
Canada,43864,4,,,0,0
Canada,43865,4,,,0,0
Canada,43866,5,,,0,0
Canada,43867,5,,,0,0
Canada,43868,7,,,0,0
Canada,43869,7,,,0,0
Canada,43870,7,,,0,0
Canada,43871,7,,,0,0
Canada,43872,7,,,0,0
Canada,43873,7,,1,0.142857143,0
Canada,43874,7,,1,0.142857143,0
Canada,43875,7,,1,0.142857143,0
Canada,43876,7,,1,0.142857143,0
Canada,43877,7,,1,0.142857143,0
Canada,43878,8,,1,0.125,0
Canada,43879,8,,1,0.125,0
Canada,43880,8,,1,0.125,0
Canada,43881,8,,1,0.125,0
Canada,43882,9,,3,0.333333333,0
Canada,43883,9,,3,0.333333333,0
Canada,43884,9,,3,0.333333333,0
Canada,43885,10,,3,0.3,0
Canada,43886,11,,3,0.272727273,0
Canada,43887,11,,3,0.272727273,0
Canada,43888,13,,6,0.461538462,0
Canada,43889,14,,6,0.428571429,0
Canada,43890,20,,6,0.3,0
Canada,43891,24,,6,0.25,0
Canada,43892,27,,6,0.222222222,0
Canada,43893,30,,6,0.2,0
Canada,43894,33,,6,0.181818182,0
Canada,43895,37,,6,0.162162162,0
Canada,43896,49,,6,0.12244898,0
Canada,43897,54,,8,0.148148148,0
Canada,43898,64,,8,0.125,0
Canada,43899,77,1,8,0.103896104,0.012987013
Canada,43900,79,1,8,0.101265823,0.012658228
Canada,43901,108,1,8,0.074074074,0.009259259
Canada,43902,117,1,8,0.068376068,0.008547009
Canada,43903,193,1,8,0.041450777,0.005181347
Canada,43904,198,1,8,0.04040404,0.005050505
Canada,43905,252,1,8,0.031746032,0.003968254
Canada,43906,415,4,9,0.021686747,0.009638554
Canada,43907,478,5,9,0.018828452,0.010460251
Canada,43908,657,8,9,0.01369863,0.01217656
Canada,43909,800,9,9,0.01125,0.01125
Canada,43910,943,12,9,0.009544008,0.012725345
Canada,43911,1277,19,10,0.007830854,0.014878622
Canada,43912,1469,21,10,0.006807352,0.014295439
Canada,43913,2088,25,10,0.004789272,0.01197318
Canada,43914,2790,26,110,0.039426523,0.009318996
Canada,43915,3251,30,183,0.056290372,0.00922793
Canada,43916,4042,38,184,0.045522019,0.009401286
Canada,43917,4682,54,256,0.054677488,0.011533533
Canada,43918,5576,61,466,0.083572453,0.010939742
Canada,43919,6280,64,466,0.074203822,0.010191083
Canada,43920,7398,80,466,0.062989997,0.010813733
Canada,43921,8527,101,1592,0.186701067,0.011844729
Central African Republic,43905,1,,,0,0
Central African Republic,43906,1,,,0,0
Central African Republic,43907,1,,,0,0
Central African Republic,43908,1,,,0,0
Central African Republic,43909,1,,,0,0
Central African Republic,43910,3,,,0,0
Central African Republic,43911,3,,,0,0
Central African Republic,43912,3,,,0,0
Central African Republic,43913,3,,,0,0
Central African Republic,43914,3,,,0,0
Central African Republic,43915,3,,,0,0
Central African Republic,43916,3,,,0,0
Central African Republic,43917,3,,,0,0
Central African Republic,43918,3,,,0,0
Central African Republic,43919,3,,,0,0
Central African Republic,43920,3,,,0,0
Central African Republic,43921,3,,,0,0
Chad,43909,1,,,0,0
Chad,43910,1,,,0,0
Chad,43911,1,,,0,0
Chad,43912,1,,,0,0
Chad,43913,1,,,0,0
Chad,43914,3,,,0,0
Chad,43915,3,,,0,0
Chad,43916,3,,,0,0
Chad,43917,3,,,0,0
Chad,43918,3,,,0,0
Chad,43919,3,,,0,0
Chad,43920,5,,,0,0
Chad,43921,7,,,0,0
Chile,43893,1,,,0,0
Chile,43894,1,,,0,0
Chile,43895,4,,,0,0
Chile,43896,4,,,0,0
Chile,43897,4,,,0,0
Chile,43898,8,,,0,0
Chile,43899,8,,,0,0
Chile,43900,13,,,0,0
Chile,43901,23,,,0,0
Chile,43902,23,,,0,0
Chile,43903,43,,,0,0
Chile,43904,61,,,0,0
Chile,43905,74,,,0,0
Chile,43906,155,,,0,0
Chile,43907,201,,,0,0
Chile,43908,238,,,0,0
Chile,43909,238,,,0,0
Chile,43910,434,,6,0.013824885,0
Chile,43911,537,,6,0.011173184,0
Chile,43912,632,1,8,0.012658228,0.001582278
Chile,43913,746,2,8,0.010723861,0.002680965
Chile,43914,922,2,17,0.018438178,0.002169197
Chile,43915,1142,3,22,0.019264448,0.00262697
Chile,43916,1306,4,22,0.016845329,0.003062787
Chile,43917,1610,5,43,0.026708075,0.00310559
Chile,43918,1909,6,61,0.031953903,0.003143007
Chile,43919,2139,7,75,0.035063114,0.003272557
Chile,43920,2449,8,156,0.063699469,0.003266639
Chile,43921,2738,12,156,0.056975895,0.004382761
China,43852,548,17,28,0.051094891,0.031021898
China,43853,643,18,30,0.046656299,0.027993779
China,43854,920,26,36,0.039130435,0.02826087
China,43855,1406,42,39,0.027738265,0.029871977
China,43856,2075,56,49,0.023614458,0.026987952
China,43857,2877,82,58,0.020159889,0.028501912
China,43858,5509,131,101,0.018333636,0.02377927
China,43859,6087,133,120,0.019714145,0.021849844
China,43860,8141,171,135,0.016582729,0.021004791
China,43861,9802,213,214,0.021832279,0.021730259
China,43862,11891,259,275,0.023126735,0.021781179
China,43863,16630,361,463,0.027841251,0.021707757
China,43864,19716,425,614,0.03114222,0.021556097
China,43865,23707,491,843,0.035559118,0.020711182
China,43866,27440,563,1115,0.040634111,0.020517493
China,43867,30587,633,1477,0.048288489,0.020695067
China,43868,34110,718,1999,0.058604515,0.021049546
China,43869,36814,805,2596,0.070516651,0.021866681
China,43870,39829,905,3219,0.080820508,0.022722137
China,43871,42354,1012,3918,0.092506021,0.023893847
China,43872,44386,1112,4636,0.104447348,0.025052945
China,43873,44759,1117,5082,0.113541411,0.024955875
China,43874,59895,1369,6217,0.103798314,0.022856666
China,43875,66358,1521,7977,0.12021158,0.022921125
China,43876,68413,1663,9298,0.135909842,0.024308246
China,43877,70513,1766,10755,0.152525066,0.025045027
China,43878,72434,1864,12462,0.172046277,0.025733771
China,43879,74211,2003,14206,0.191427147,0.026990608
China,43880,74619,2116,15962,0.213913346,0.028357389
China,43881,75077,2238,18014,0.239940328,0.029809396
China,43882,75550,2238,18704,0.247571145,0.029622766
China,43883,77001,2443,22699,0.294788379,0.031726861
China,43884,77022,2445,23187,0.301043858,0.031744177
China,43885,77241,2595,25015,0.323856501,0.033596147
China,43886,77754,2665,27676,0.355943103,0.034274764
China,43887,78166,2717,30084,0.384873219,0.034759358
China,43888,78600,2746,32930,0.418956743,0.034936387
China,43889,78928,2790,36329,0.460280255,0.035348672
China,43890,79356,2837,39320,0.495488684,0.03575029
China,43891,79932,2872,42162,0.527473352,0.035930541
China,43892,80136,2914,44854,0.55972347,0.036363183
China,43893,80261,2947,47450,0.591196222,0.036717708
China,43894,80386,2983,50001,0.622011295,0.037108452
China,43895,80537,3015,52292,0.64929163,0.037436209
China,43896,80690,3044,53944,0.668533895,0.037724625
China,43897,80770,3072,55539,0.687619166,0.038033923
China,43898,80823,3100,57388,0.710045408,0.038355419
China,43899,80860,3123,58804,0.727232253,0.03862231
China,43900,80887,3139,60181,0.744013253,0.038807225
China,43901,80921,3161,61644,0.761780008,0.03906279
China,43902,80932,3172,62901,0.777208026,0.039193397
China,43903,80945,3180,64196,0.793081722,0.039285935
China,43904,80977,3193,65660,0.810847525,0.03943095
China,43905,81003,3203,67017,0.827339728,0.039541745
China,43906,81033,3217,67910,0.838053632,0.039699875
China,43907,81058,3230,68798,0.848750278,0.03984801
China,43908,81102,3241,69755,0.860089764,0.039962023
China,43909,81156,3249,70535,0.869128592,0.040034009
China,43910,81250,3253,71266,0.87712,0.040036923
China,43911,81305,3259,71857,0.883795585,0.040083636
China,43912,81435,3274,72362,0.888585989,0.040203844
China,43913,81498,3274,72814,0.893445238,0.040172765
China,43914,81591,3281,73280,0.898138275,0.040212769
China,43915,81661,3285,73773,0.903405542,0.040227281
China,43916,81782,3291,74181,0.907057788,0.040241129
China,43917,81897,3296,74720,0.912365532,0.040245674
China,43918,81999,3299,75100,0.915864828,0.040232198
China,43919,82122,3304,75582,0.920362388,0.040232824
China,43920,82198,3308,75923,0.923659943,0.040244288
China,43921,82279,3309,76206,0.926190158,0.040216823
Colombia,43896,1,,,0,0
Colombia,43897,1,,,0,0
Colombia,43898,1,,,0,0
Colombia,43899,1,,,0,0
Colombia,43900,3,,,0,0
Colombia,43901,9,,,0,0
Colombia,43902,9,,,0,0
Colombia,43903,13,,,0,0
Colombia,43904,22,,,0,0
Colombia,43905,34,,,0,0
Colombia,43906,54,,,0,0
Colombia,43907,65,,1,0.015384615,0
Colombia,43908,93,,1,0.010752688,0
Colombia,43909,102,,1,0.009803922,0
Colombia,43910,128,,1,0.0078125,0
Colombia,43911,196,,1,0.005102041,0
Colombia,43912,231,2,3,0.012987013,0.008658009
Colombia,43913,277,3,3,0.010830325,0.010830325
Colombia,43914,378,3,6,0.015873016,0.007936508
Colombia,43915,470,4,8,0.017021277,0.008510638
Colombia,43916,491,6,8,0.016293279,0.012219959
Colombia,43917,539,6,10,0.018552876,0.011131725
Colombia,43918,608,6,10,0.016447368,0.009868421
Colombia,43919,702,10,10,0.014245014,0.014245014
Colombia,43920,798,12,15,0.018796992,0.015037594
Colombia,43921,906,16,31,0.034216336,0.017660044
Congo (Brazzaville),43905,1,,,0,0
Congo (Brazzaville),43906,1,,,0,0
Congo (Brazzaville),43907,1,,,0,0
Congo (Brazzaville),43908,1,,,0,0
Congo (Brazzaville),43909,3,,,0,0
Congo (Brazzaville),43910,3,,,0,0
Congo (Brazzaville),43911,3,,,0,0
Congo (Brazzaville),43912,3,,,0,0
Congo (Brazzaville),43913,4,,,0,0
Congo (Brazzaville),43914,4,,,0,0
Congo (Brazzaville),43915,4,,,0,0
Congo (Brazzaville),43916,4,,,0,0
Congo (Brazzaville),43917,4,,,0,0
Congo (Brazzaville),43918,4,,,0,0
Congo (Brazzaville),43919,19,,,0,0
Congo (Brazzaville),43920,19,,,0,0
Congo (Brazzaville),43921,19,,,0,0
Congo (Kinshasa),43901,1,,,0,0
Congo (Kinshasa),43902,1,,,0,0
Congo (Kinshasa),43903,2,,,0,0
Congo (Kinshasa),43904,2,,,0,0
Congo (Kinshasa),43905,2,,,0,0
Congo (Kinshasa),43906,2,,,0,0
Congo (Kinshasa),43907,3,,,0,0
Congo (Kinshasa),43908,4,,,0,0
Congo (Kinshasa),43909,14,,,0,0
Congo (Kinshasa),43910,18,,,0,0
Congo (Kinshasa),43911,23,1,,0,0.043478261
Congo (Kinshasa),43912,30,1,,0,0.033333333
Congo (Kinshasa),43913,36,1,,0,0.027777778
Congo (Kinshasa),43914,45,2,,0,0.044444444
Congo (Kinshasa),43915,48,2,,0,0.041666667
Congo (Kinshasa),43916,51,3,,0,0.058823529
Congo (Kinshasa),43917,51,3,2,0.039215686,0.058823529
Congo (Kinshasa),43918,65,6,2,0.030769231,0.092307692
Congo (Kinshasa),43919,65,6,2,0.030769231,0.092307692
Congo (Kinshasa),43920,81,8,2,0.024691358,0.098765432
Congo (Kinshasa),43921,98,8,2,0.020408163,0.081632653
Costa Rica,43896,1,,,0,0
Costa Rica,43897,1,,,0,0
Costa Rica,43898,5,,,0,0
Costa Rica,43899,9,,,0,0
Costa Rica,43900,9,,,0,0
Costa Rica,43901,13,,,0,0
Costa Rica,43902,22,,,0,0
Costa Rica,43903,23,,,0,0
Costa Rica,43904,26,,,0,0
Costa Rica,43905,27,,,0,0
Costa Rica,43906,35,,,0,0
Costa Rica,43907,41,,,0,0
Costa Rica,43908,50,,,0,0
Costa Rica,43909,69,1,,0,0.014492754
Costa Rica,43910,89,1,,0,0.011235955
Costa Rica,43911,117,2,2,0.017094017,0.017094017
Costa Rica,43912,134,2,2,0.014925373,0.014925373
Costa Rica,43913,158,2,2,0.012658228,0.012658228
Costa Rica,43914,177,2,2,0.011299435,0.011299435
Costa Rica,43915,201,2,2,0.009950249,0.009950249
Costa Rica,43916,231,2,2,0.008658009,0.008658009
Costa Rica,43917,263,2,3,0.011406844,0.007604563
Costa Rica,43918,295,2,3,0.010169492,0.006779661
Costa Rica,43919,314,2,3,0.00955414,0.006369427
Costa Rica,43920,330,2,4,0.012121212,0.006060606
Costa Rica,43921,347,2,4,0.011527378,0.005763689
Cote d'Ivoire,43901,1,,,0,0
Cote d'Ivoire,43902,1,,,0,0
Cote d'Ivoire,43903,1,,,0,0
Cote d'Ivoire,43904,1,,,0,0
Cote d'Ivoire,43905,1,,,0,0
Cote d'Ivoire,43906,1,,,0,0
Cote d'Ivoire,43907,5,,1,0.2,0
Cote d'Ivoire,43908,6,,1,0.166666667,0
Cote d'Ivoire,43909,9,,1,0.111111111,0
Cote d'Ivoire,43910,9,,1,0.111111111,0
Cote d'Ivoire,43911,14,,1,0.071428571,0
Cote d'Ivoire,43912,14,,1,0.071428571,0
Cote d'Ivoire,43913,25,,1,0.04,0
Cote d'Ivoire,43914,73,,2,0.02739726,0
Cote d'Ivoire,43915,80,,3,0.0375,0
Cote d'Ivoire,43916,96,,3,0.03125,0
Cote d'Ivoire,43917,101,,3,0.02970297,0
Cote d'Ivoire,43918,101,,3,0.02970297,0
Cote d'Ivoire,43919,165,1,4,0.024242424,0.006060606
Cote d'Ivoire,43920,168,1,6,0.035714286,0.005952381
Cote d'Ivoire,43921,179,1,7,0.039106145,0.005586592
Croatia,43886,1,,,0,0
Croatia,43887,3,,,0,0
Croatia,43888,3,,,0,0
Croatia,43889,5,,,0,0
Croatia,43890,6,,,0,0
Croatia,43891,7,,,0,0
Croatia,43892,7,,,0,0
Croatia,43893,9,,,0,0
Croatia,43894,10,,,0,0
Croatia,43895,10,,,0,0
Croatia,43896,11,,,0,0
Croatia,43897,12,,,0,0
Croatia,43898,12,,,0,0
Croatia,43899,12,,,0,0
Croatia,43900,14,,,0,0
Croatia,43901,19,,,0,0
Croatia,43902,19,,,0,0
Croatia,43903,32,,1,0.03125,0
Croatia,43904,38,,1,0.026315789,0
Croatia,43905,49,,1,0.020408163,0
Croatia,43906,57,,2,0.035087719,0
Croatia,43907,65,,4,0.061538462,0
Croatia,43908,81,,4,0.049382716,0
Croatia,43909,105,1,5,0.047619048,0.00952381
Croatia,43910,128,1,5,0.0390625,0.0078125
Croatia,43911,206,1,5,0.024271845,0.004854369
Croatia,43912,254,1,5,0.019685039,0.003937008
Croatia,43913,315,1,5,0.015873016,0.003174603
Croatia,43914,382,1,5,0.013089005,0.002617801
Croatia,43915,442,1,22,0.049773756,0.002262443
Croatia,43916,495,3,22,0.044444444,0.006060606
Croatia,43917,586,3,37,0.063139932,0.005119454
Croatia,43918,657,5,45,0.068493151,0.00761035
Croatia,43919,713,6,52,0.072931276,0.008415147
Croatia,43920,790,6,67,0.084810127,0.007594937
Croatia,43921,867,6,67,0.07727797,0.006920415
Cuba,43902,3,,,0,0
Cuba,43903,4,,,0,0
Cuba,43904,4,,,0,0
Cuba,43905,4,,,0,0
Cuba,43906,4,,,0,0
Cuba,43907,5,,,0,0
Cuba,43908,7,1,,0,0.142857143
Cuba,43909,11,1,,0,0.090909091
Cuba,43910,16,1,,0,0.0625
Cuba,43911,21,1,,0,0.047619048
Cuba,43912,35,1,,0,0.028571429
Cuba,43913,40,1,,0,0.025
Cuba,43914,48,1,1,0.020833333,0.020833333
Cuba,43915,57,1,1,0.01754386,0.01754386
Cuba,43916,67,2,1,0.014925373,0.029850746
Cuba,43917,80,2,4,0.05,0.025
Cuba,43918,119,3,4,0.033613445,0.025210084
Cuba,43919,139,3,4,0.028776978,0.021582734
Cuba,43920,170,4,4,0.023529412,0.023529412
Cuba,43921,186,6,8,0.043010753,0.032258065
Cyprus,43899,2,,,0,0
Cyprus,43900,3,,,0,0
Cyprus,43901,6,,,0,0
Cyprus,43902,6,,,0,0
Cyprus,43903,14,,,0,0
Cyprus,43904,26,,,0,0
Cyprus,43905,26,,,0,0
Cyprus,43906,33,,,0,0
Cyprus,43907,46,,,0,0
Cyprus,43908,49,,,0,0
Cyprus,43909,67,,,0,0
Cyprus,43910,67,,,0,0
Cyprus,43911,84,,,0,0
Cyprus,43912,95,1,3,0.031578947,0.010526316
Cyprus,43913,116,1,3,0.025862069,0.00862069
Cyprus,43914,124,3,3,0.024193548,0.024193548
Cyprus,43915,132,3,3,0.022727273,0.022727273
Cyprus,43916,146,3,4,0.02739726,0.020547945
Cyprus,43917,162,5,15,0.092592593,0.030864198
Cyprus,43918,179,5,15,0.083798883,0.027932961
Cyprus,43919,214,5,15,0.070093458,0.023364486
Cyprus,43920,230,7,22,0.095652174,0.030434783
Cyprus,43921,262,8,23,0.08778626,0.030534351
Czechia,43891,3,,,0,0
Czechia,43892,3,,,0,0
Czechia,43893,5,,,0,0
Czechia,43894,8,,,0,0
Czechia,43895,12,,,0,0
Czechia,43896,18,,,0,0
Czechia,43897,19,,,0,0
Czechia,43898,31,,,0,0
Czechia,43899,31,,,0,0
Czechia,43900,41,,,0,0
Czechia,43901,91,,,0,0
Czechia,43902,94,,,0,0
Czechia,43903,141,,,0,0
Czechia,43904,189,,,0,0
Czechia,43905,253,,,0,0
Czechia,43906,298,,3,0.010067114,0
Czechia,43907,396,,3,0.007575758,0
Czechia,43908,464,,3,0.006465517,0
Czechia,43909,694,,3,0.004322767,0
Czechia,43910,833,,4,0.004801921,0
Czechia,43911,995,,6,0.006030151,0
Czechia,43912,1120,1,6,0.005357143,0.000892857
Czechia,43913,1236,1,6,0.004854369,0.000809061
Czechia,43914,1394,3,10,0.007173601,0.00215208
Czechia,43915,1654,6,10,0.006045949,0.00362757
Czechia,43916,1925,9,10,0.005194805,0.004675325
Czechia,43917,2279,9,11,0.004826678,0.0039491
Czechia,43918,2631,11,11,0.00418092,0.00418092
Czechia,43919,2817,16,11,0.003904863,0.005679801
Czechia,43920,3001,23,25,0.008330556,0.007664112
Czechia,43921,3308,31,45,0.013603386,0.009371221
Denmark,43888,1,,,0,0
Denmark,43889,1,,,0,0
Denmark,43890,3,,,0,0
Denmark,43891,4,,,0,0
Denmark,43892,4,,,0,0
Denmark,43893,6,,,0,0
Denmark,43894,11,,,0,0
Denmark,43895,11,,,0,0
Denmark,43896,24,,1,0.041666667,0
Denmark,43897,24,,1,0.041666667,0
Denmark,43898,37,,1,0.027027027,0
Denmark,43899,92,,1,0.010869565,0
Denmark,43900,264,,1,0.003787879,0
Denmark,43901,444,,1,0.002252252,0
Denmark,43902,617,,1,0.001620746,0
Denmark,43903,804,,1,0.001243781,0
Denmark,43904,836,1,1,0.001196172,0.001196172
Denmark,43905,875,2,1,0.001142857,0.002285714
Denmark,43906,933,3,1,0.001071811,0.003215434
Denmark,43907,1025,4,1,0.00097561,0.003902439
Denmark,43908,1116,4,1,0.000896057,0.003584229
Denmark,43909,1225,6,1,0.000816327,0.004897959
Denmark,43910,1337,9,1,0.000747943,0.006731488
Denmark,43911,1420,13,1,0.000704225,0.00915493
Denmark,43912,1514,13,1,0.000660502,0.008586526
Denmark,43913,1572,24,1,0.000636132,0.015267176
Denmark,43914,1718,32,36,0.020954598,0.01862631
Denmark,43915,1862,34,41,0.022019334,0.018259936
Denmark,43916,2023,41,50,0.024715769,0.02026693
Denmark,43917,2200,52,57,0.025909091,0.023636364
Denmark,43918,2366,65,57,0.024091293,0.027472527
Denmark,43919,2564,72,73,0.028471139,0.028081123
Denmark,43920,2755,77,73,0.026497278,0.027949183
Denmark,43921,3039,90,77,0.025337282,0.029615005
Diamond Princess,43868,61,,,0,0
Diamond Princess,43869,61,,,0,0
Diamond Princess,43870,64,,,0,0
Diamond Princess,43871,135,,,0,0
Diamond Princess,43872,135,,,0,0
Diamond Princess,43873,175,,,0,0
Diamond Princess,43874,175,,,0,0
